27,beauty palour
19,book shop
29,camping
41,chemist
24,coaching classes
44,department store
36,drug store
22,equipment
43,general store
33,grocer
21,guitar
28,ice cream palour
39,mobile repair
45,mobile sale
18,music
32,namkeen
37,pharmacy
25,phone recharge
23,photostat
40,resturant
38,salon
26,snacks
42,sports
20,stationer
31,sweets
34,toy shop
35,toy store
30,tutorials
